Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance,Label,command_text
20.0,6,64.0,2986.141152,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,0,0,0.0,1.0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,0.000335,100,0.0,DOS-SYN_FLOOD,while true; do nc TARGET_IP PORT < /dev/zero; done
20.0,6,64.0,10460.13267,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,100,100,0.0,0.0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,9.57e-05,100,0.0,DDOS-RSTFINFLOOD,while true; do nc TARGET_IP PORT < /dev/zero; done
20.04,6,65.91,28280.65538,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,0,0,0.0,0.0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.54e-05,100,0.0,DDOS-SYNONYMOUSIP_FLOOD,while true; do nc TARGET_IP PORT < /dev/zero; done
0.0,1,64.0,24505.16476,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.08e-05,100,0.0,DDOS-ICMP_FLOOD,ping -f -s 65000 -c 10000 TARGET_IP
19.88,6,64.0,21868.11262,0.97,0.0,0.97,0.01,0.01,0.0,0,1,0,97,97,0.97,0.01,0.0,0,0,0,0,0.98,0.02,0.0,0.0,0.0,0,1.0,1.0,6096,60,156,60.96,9.6,60.96,4.57e-05,100,92.16,DDOS-RSTFINFLOOD,while true; do nc TARGET_IP PORT < /dev/zero; done
0.0,1,64.0,8472.485608,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,0.000118,100,0.0,DDOS-ICMP_FLOOD,ping -f -s 65000 -c 10000 TARGET_IP
0.0,1,64.0,41152.90424,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.43e-05,100,0.0,DDOS-ICMP_FLOOD,ping -f -s 65000 -c 10000 TARGET_IP
0.0,1,64.0,48896.05969,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.05e-05,100,0.0,DDOS-ICMP_FLOOD,ping -f -s 65000 -c 10000 TARGET_IP
0.0,1,64.0,22588.8841,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.43e-05,100,0.0,DDOS-ICMP_FLOOD,ping -f -s 65000 -c 10000 TARGET_IP
20.0,6,64.0,24509.46064,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,100,100,0.0,0.0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.08e-05,100,0.0,DDOS-RSTFINFLOOD,while true; do nc TARGET_IP PORT < /dev/zero; done
32.0,6,64.0,355449.4915,0.0,0.0,0.0,0.1,1.0,0.0,0,10,0,0,0,0.0,1.0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1251,66,657,125.1,186.8906097,125.1,2.81e-06,10,34928.1,VULNERABILITYSCAN,echo test > /dev/null
19.8,6,63.36,8278.177117,0.0,0.0,0.0,0.99,0.99,0.0,0,99,0,0,0,0.0,0.99,0.0,0,0,0,0,0.99,0.0,0.0,0.01,0.0,0,0.99,0.99,6000,60,60,60.0,0.0,60.0,0.000122,100,0.0,DDOS-PSHACK_FLOOD,while true; do nc TARGET_IP PORT < /dev/zero; done
0.0,1,64.0,33146.07239,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.02e-05,100,0.0,DDOS-ICMP_FLOOD,ping -f -s 65000 -c 10000 TARGET_IP
20.0,6,64.0,49165.44368,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,0,0,0.0,0.0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.03e-05,100,0.0,DDOS-SYNONYMOUSIP_FLOOD,while true; do nc TARGET_IP PORT < /dev/zero; done
20.0,6,64.0,28459.1125,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,0,0,0.0,0.0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.97e-05,100,0.0,DDOS-SYN_FLOOD,while true; do nc TARGET_IP PORT < /dev/zero; done
20.0,6,64.0,35931.67138,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,0,0,0.0,0.0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.78e-05,100,0.0,DDOS-SYNONYMOUSIP_FLOOD,while true; do nc TARGET_IP PORT < /dev/zero; done
8.0,17,64.64,14837.11486,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.01,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,1.0,1.0,6039,60,99,60.39,3.9,60.39,6.74e-05,100,15.21,DOS-UDP_FLOOD,ncat --udp TARGET_IP PORT < /dev/zero
0.44,1,62.72,1396.667421,0.0,0.01,0.0,0.0,0.0,0.0,0,0,1,0,0,0.0,0.01,0.0,0,0,0,0,0.01,0.0,0.0,0.02,0.97,0,0.98,0.98,91760,60,1514,917.6,589.6585555,917.6,0.000719,100,347697.2121,DDOS-ICMP_FRAGMENTATION,ping -f -s 65000 -c 10000 TARGET_IP
20.0,6,64.0,26420.8126,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,0,0,0.0,0.0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.79e-05,100,0.0,DDOS-SYNONYMOUSIP_FLOOD,while true; do nc TARGET_IP PORT < /dev/zero; done
32.0,6,80.8,1545.831276,0.0,0.0,0.0,0.0,1.0,0.0,0,10,0,0,0,0.0,1.0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,15140,66,2962,1514.0,682.5937461,1514.0,0.000752,10,465934.2222,BENIGN,echo test > /dev/null
0.0,47,64.0,5025.104532,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,59200,592,592,592.0,0.0,592.0,0.0002,100,0.0,MIRAI-GREETH_FLOOD,while true; do nc TARGET_IP PORT < /dev/zero; done
8.0,17,64.0,24432.36442,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.09e-05,100,0.0,DOS-UDP_FLOOD,ncat --udp TARGET_IP PORT < /dev/zero
0.0,1,64.0,59696.89724,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.68e-05,100,0.0,DDOS-ICMP_FLOOD,ping -f -s 65000 -c 10000 TARGET_IP
